Format,Unit, ,Item ID,MDPI barcode,Title Control Number,Catalog Key,OCLC,Call Sequence,Pub Year,MARC key,Ephemera Removed,Bin Barcodes,Bin Name,Ephemera Returned,Title,Author,Library,Shelving Key,Item Type,Home Location,Current Location,Item Category 2,Cataloging date code,Pagination (300a),Illustrations (300b),Size (300c),Column1,Column2,Column3,notes,pre-prioritization group,Year,Tape base,Preservation problems,Pack deformation,Reel size,Track configuration,Sound field,Item Category 1,speed,Tape thickness,Tape stock brand,number of programs,directions recorded,Variations Record Exists,Group key,Group position,Group total,position_by_shelving_key,,NOTES,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 89-10-19 v.2,32000004904407,40000001203084,AAE3941BM,18784,21362621,3,1989,20321,x,40000000000424,ML-OR-201,,PROGRAM 001989 001990 NO 000214,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 89-10-19 V.2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAE3941BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 89-10-19 v.3,32000004904415,40000001203092,AAE3941BM,18784,21362621,4,1989,20321,x,40000000000424,ML-OR-201,,PROGRAM 001989 001990 NO 000214,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 89-10-19 V.3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAE3941BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 89-11-30 v. 1,32000004904423,40000001203100,AAJ8035BM,34306,21665890,3,1989,37113,x,40000000000424,ML-OR-201,,PROGRAM 001989 001990 NO 000396,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 89-11-30 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAJ8035BM,1,4,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 89-11-30 v. 2,32000004813459,40000001203118,AAJ8035BM,34306,21665890,2,1989,37113,x,40000000000424,ML-OR-201,,PROGRAM 001989 001990 NO 000396,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 89-11-30 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAJ8035BM,2,4,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 89-11-30 v. 3,32000004904431,40000001203126,AAJ8035BM,34306,21665890,4,1989,37113,x,40000000000424,ML-OR-201,,PROGRAM 001989 001990 NO 000396,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 89-11-30 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAJ8035BM,3,4,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 89-11-30 v. 4,32000004904324,40000001203134,AAJ8035BM,34306,21665890,5,1989,37113,,40000000000424,ML-OR-201,,PROGRAM 001989 001990 NO 000396,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 89-11-30 V. 4,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,AAJ8035BM,4,4,4,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 89-4-17 v. 1,32000004904480,40000001203142,BGP0005BM,2186898,19934792,3,1989,2359833,x,40000000000424,ML-OR-201,,PROGRAM 001988 001989 NO 000798,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 89-4-17 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BGP0005BM,1,4,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 89-4-17 v. 2,32000004904498,40000001203159,BGP0005BM,2186898,19934792,4,1989,2359833,x,40000000000424,ML-OR-201,,PROGRAM 001988 001989 NO 000798,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 89-4-17 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BGP0005BM,2,4,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 89-4-17 v. 3,32000007637004,40000001203167,BGP0005BM,2186898,19934792,2,1989,2359833,x,40000000000424,ML-OR-201,,PROGRAM 001988 001989 NO 000798,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 89-4-17 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BGP0005BM,3,4,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 89-4-17 v. 4,32000004904381,40000001203175,BGP0005BM,2186898,19934792,5,1989,2359833,x,40000000000424,ML-OR-201,,PROGRAM 001988 001989 NO 000798,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 89-4-17 V. 4,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BGP0005BM,4,4,4,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-10-18 v. 1,30000002965774,40000001203183,AAY2597BM,78798,23990792,2,1990,84417,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000217,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-10-18 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226,1,1,,AAY2597BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-10-18 v. 2,30000002965766,40000001203191,AAY2597BM,78798,23990792,3,1990,84417,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000217,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-10-18 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAY2597BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-10-18 v. 3,30000002980583,40000001203209,AAY2597BM,78798,23990792,4,1990,84417,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000217,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-10-18 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAY2597BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-11-29 v. 1,30000002967028,40000001203217,ABA9165BM,92474,24096097,2,1990,98391,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000361,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-11-29 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ABA9165BM,1,4,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-11-29 v. 2,30000002967010,40000001203225,ABA9165BM,92474,24096097,3,1990,98391,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000361,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-11-29 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ABA9165BM,2,4,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-11-29 v. 3,30000002967002,40000001203233,ABA9165BM,92474,24096097,4,1990,98391,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000361,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-11-29 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ABA9165BM,3,4,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-11-29 v. 4,30000002966996,40000001203241,ABA9165BM,92474,24096097,5,1990,98391,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000361,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-11-29 V. 4,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ABA9165BM,4,4,4,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-2-22 v.1,32000004904332,40000001203258,AAM9279BM,42918,21922704,2,1990,46493,x,40000000000424,ML-OR-201,,PROGRAM 001989 001990 NO 000575,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-2-22 V.1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAM9279BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-2-22 v.2,32000004904340,40000001203266,AAM9279BM,42918,21922704,3,1990,46493,x,40000000000424,ML-OR-201,,PROGRAM 001989 001990 NO 000575,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-2-22 V.2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAM9279BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-2-22 v.3,32000004904357,40000001203274,AAM9279BM,42918,21922704,4,1990,46493,x,40000000000424,ML-OR-201,,PROGRAM 001989 001990 NO 000575,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-2-22 V.3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAM9279BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-4-19 v. 1,32000002925404,40000001203282,AAX8426BM,76388,22513734,4,1990,81859,x,40000000000424,ML-OR-201,,PROGRAM 001989 001990 NO 000880,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-4-19 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAX8426BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-4-19 v. 2,32000002925347,40000001203290,AAX8426BM,76388,22513734,3,1990,81859,x,40000000000424,ML-OR-201,,PROGRAM 001989 001990 NO 000880,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-4-19 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAX8426BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-4-19 v. 3,32000002925578,40000001203308,AAX8426BM,76388,22513734,2,1990,81859,x,40000000000424,ML-OR-201,,PROGRAM 001989 001990 NO 000880,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-4-19 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAX8426BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-6-24 v. 1,30000000172332,40000001203316,AAP6548BM,47790,22745662,2,1990,51659,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000010,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-6-24 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAP6548BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-6-24 v. 2,30000000171318,40000001203324,AAP6548BM,47790,22745662,3,1990,51659,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000010,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-6-24 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAP6548BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-7-1 v.1,30000000171235,40000001203332,AAP6498BM,47768,22745340,4,1990,51634,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000021,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-7-1 V.1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAP6498BM,1,1,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-7-1 v.2,30000000171227,40000001203340,AAP6498BM,47768,22745340,3,1990,51634,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000021,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-7-1 V.2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAP6498BM,2,1,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-7-1 v.3,30000000171219,40000001203357,,,,,,,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000021,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-7-1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,0,1,1,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 90-7-1 v.4,30000000171201,40000001203365,AAP6498BM,47768,22745340,5,1990,51634,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000021,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 90-7-1 V.4,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAP6498BM,1,1,4,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 91-10-10 v. 1,39000018233770,40000001203373,ACA5583BM,203016,25184882,2,1991,220596,x,40000000000424,ML-OR-201,,PROGRAM 001991 001992 NO 000151,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 91-10-10 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1991,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACA5583BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 91-10-10 v. 2,39000018629902,40000001203381,ACA5583BM,203016,25184882,3,1991,220596,x,40000000000424,ML-OR-201,,PROGRAM 001991 001992 NO 000151,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 91-10-10 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1991,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACA5583BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 91-10-10 v. 3,39000018050752,40000001203399,ACA5583BM,203016,25184882,4,1991,220596,x,40000000000424,ML-OR-201,,PROGRAM 001991 001992 NO 000151,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 91-10-10 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1991,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACA5583BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 91-12-5 v. 1,39000018674098,40000001203407,ACC7143BM,213807,25236366,2,1991,232585,x,40000000000424,ML-OR-201,,PROGRAM 001991 001992 NO 000319,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 91-12-5 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1991,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACC7143BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 91-12-5 v. 2,39000018020797,40000001203415,ACC7143BM,213807,25236366,3,1991,232585,x,40000000000424,ML-OR-201,,PROGRAM 001991 001992 NO 000319,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 91-12-5 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1991,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACC7143BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 91-12-5 v. 3,30000000385942,40000001203423,ACC7143BM,213807,25236366,4,1991,232585,x,40000000000424,ML-OR-201,,PROGRAM 001991 001992 NO 000319,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 91-12-5 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1991,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACC7143BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 91-2-21 v. 1,30000000368419,40000001203431,ABK0781BM,131852,24104166,2,1991,138650,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000514,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 91-2-21 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1991,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,ABK0781BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 91-2-21 v. 2,30000002988818,40000001203449,ABK0781BM,131852,24104166,3,1991,138650,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000514,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 91-2-21 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1991,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,ABK0781BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 91-2-21 v. 3,30000002988826,40000001203456,ABK0781BM,131852,24104166,4,1991,138650,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000514,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 91-2-21 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1991,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,ABK0781BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 91-4-18 v. 1,30000000173769,40000001203464,ABN6698BM,147226,24456707,2,1991,156336,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000795,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 91-4-18 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1991,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ABN6698BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 91-4-18 v. 2,30000000173751,40000001203472,ABN6698BM,147226,24456707,3,1991,156336,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000795,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 91-4-18 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1991,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ABN6698BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 91-4-18 v. 3,30000000173744,40000001203480,ABN6698BM,147226,24456707,4,1991,156336,x,40000000000424,ML-OR-201,,PROGRAM 001990 001991 NO 000795,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 91-4-18 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1991,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ABN6698BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .I39756 92-12-6 v. 1,30000026700801,40000001203498,ADC4060BM,335054,28005130,2,1992,364073,x,40000000000432,ML-OR-202,,PROGRAM 001992 001993 NO 000378,INDIANA UNIVERSITY NEW MUSIC ENSEMBLE,B-MUSIC,TP-S .I39756 92-12-6 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1992,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ADC4060BM,1,3,1,,,
